DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
19,1.02943
22,1.02943
53,1.02943
115,9.1629
119,4.92718
76,1.77725
101,1.77725
93,1.02943
107,1.77725
74,18.6715
114,8.213272
97,1.02943
92,1.02943
69,1.02943
87,1.02943
116,46.1828
45,1.02943
120,16.328726
2,1.02943
118,69.0253
79,1.02943
68,1.02943
31,5.13045
112,1.12614
98,1.02943
