DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
103,3.241424
116,2.78423
75,2.690526
65,0.911536
31,11.708737
115,3.972928
36,0.911536
120,4.307031
113,2.091106
118,8.775376
63,0.911536
35,0.911536
23,0.911536
114,0.911536
78,2.690526
13,0.911536
59,9.603426
91,0.911536
66,0.911536
117,13.252496
5,0.911536
46,0.911536
119,23.568166
74,5.836761
