DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
116,24.8253
92,0.0
112,2.04134
79,0.0
31,0.476664
19,0.0
119,11.4379
22,0.0
87,0.0
68,0.0
45,0.0
114,389.6004
74,0.331198
97,0.0
115,0.231058
69,0.0
2,0.0
107,1.54916
120,4.866171
53,0.0
101,1.54916
98,0.0
118,41.96313
93,0.0
76,1.54916
