DATASET_SIMPLEBAR
SEPARATOR COMMA
DATASET_LABEL,FPKM
COLOR,#ff0000
DATA
114,0.57737
120,4.5341017
63,0.57737
35,0.57737
78,1.515522
59,8.66432
66,0.57737
74,3.140016
117,3.0057526
23,0.57737
119,427.68989000000005
103,1.0488557
65,0.57737
46,0.57737
118,184.85937
115,3.281391
113,0.704461
91,0.57737
31,3.33664
36,0.57737
116,6.52244
5,0.57737
75,1.515522
13,0.57737
